Planet's Name,Planet's Detection Method,Planet's Mass,Planet's Radius,Planet's Period,Planet's Semimajor Axis,Planet's Gravity,Planet's Density,Planet's Hill Sphere,Planet's Distance,Planet's Periastron,Planet's Apastron,Planet's Flux,Planet's Equilibrium Temperature,Planet's Surface Temperature,Planet's Type,Planet's Habitability Zone Location,Planet's Temperature Type,Planet's Habitability,Planet's Earth Similarity Index,Star's Name,Star's Magnitude,Star's Distance,Star's Temperature,Star's Mass,Star's Radius,Star's Temperature Type,Star's Luminosity,Star's Snow Line
HD 98219 b,Radial Velocity,624.21812,13.4,433.8,1.26,3.4763763,0.25943106,0.088468333,1.2639318,1.16046,1.35954,7.0732396,414.94903,,Jovian,0,Hot,0,0.19147684,HD 98219,8.05,113.704,4925,1.41,4.6,K,11.194379,9.0336605
HIP 65407 b,Radial Velocity,136.03124,14.3,28.125,0.177,0.66522197,0.046519019,0.0080224842,0.1787346,0.15222,0.20178,21.006409,543.34825,,Jovian,0,Hot,0,0.11057774,HIP 65407,9.38,61.7804,5460,0.93,0.95,K,0.65162839,2.1795346
HD 160691 b,Radial Velocity,1366.6622,12.910853,645,1.5,8.1988184,0.63503304,0.13939715,1.512288,1.308,1.692,0.84997214,243.84138,,Jovian,1,Warm,0,0.39184621,HD 160691,5.12,15.5981,5773,1.13,1.33,G,1.8967059,3.7184656
Kepler-1863 b,Transit,5.74,2.263,44.997601,0.2555,1.1208378,0.49528848,0.0044328451,0.2555,0.2555,0.2555,39.374785,638.12279,720.65942,Superterran,0,Hot,0,0.27432687,Kepler-1863,13.64,865.546,5871,1.1,0.98,G,2.5703958,4.3287626
HIP 54373 b,Radial Velocity,8.62,2.87,7.76,0.063,1.0465102,0.36463771,0.0012466942,0.06426,0.0504,0.0756,15.423512,500.99334,565.79325,Superterran,0,Hot,0,0.29121143,HIP 54373,10.38,18.7168,4021,0.57,0.56,K,0.059979108,0.66124708
HD 109246 b,Radial Velocity,273.3338,13.9,68.27,0.33,1.414698,0.10177683,0.017739957,0.332376,0.2904,0.3696,11.644525,469.2998,,Jovian,0,Hot,0,0.1461158,HD 109246,8.751,67.8349,5844,1.2,1.07,G,1.2589254,3.0294498
HIP 5158 c,Radial Velocity,4780.1632,12.2,9017.76,7.7,32.116119,2.6324688,1.2121521,7.77546,6.622,8.778,0.0046807657,66.384936,,Jovian,0,Cold,0,0.077672111,HIP 5158,10.16,51.6026,4813,0.78,0.75,K,0.27478942,1.4153497
HIP 57274 c,Radial Velocity,130,14.2,32.03,0.178,0.64471335,0.045402349,0.0095163196,0.1782225,0.1691,0.1869,48.94446,673.47551,,Jovian,0,Hot,0,0.084666819,HIP 57274,8.97,25.8618,4640,0.73,0.68,K,1.5488166,3.3601895
HIP 71135 b,Radial Velocity,18.8,4.55,87.19,0.335,0.90810289,0.19958305,0.0080846605,0.34238675,0.26465,0.40535,1.1264299,260.23516,,Neptunian,1,Warm,0,0.54575672,HIP 71135,10.53,32.3311,4146,0.66,0.68,M,0.12359474,0.94921319
OGLE-2014-BLG-0124L b,Microlensing,206.58846,14.1,,3.48,1.0391251,0.073696815,0.21313381,3.48,3.48,3.48,,,,Jovian,0,,0,,OGLE-2014-BLG-0124L,,3500,,0.9,,,,
HR 810 b,Radial Velocity,721.4741,13.3,302.79999,0.92,4.0786596,0.30666614,0.064383835,0.929016,0.7912,1.0488,2.1365974,306.84637,,Jovian,0,Hot,0,0.34001897,HR 810,5.4,17.3181,6167,1.34,1.13,G,1.7906059,3.6129651
HR 8799 c,Imaging,3000,13,69000,38,17.751479,1.3654984,2.3945037,42.75,19,57,0.0039346144,60.521933,,Jovian,0,Cold,0,0.072886608,HR 8799,5.98,41.2441,7204.58,1.5,1.49,A,4.9203954,5.9891303
K2-119 b,Transit,6.94,2.53,7.727283,0.0698,1.0842225,0.42854646,0.0013571846,0.06997101,0.064914,0.074686,42.496757,649.81364,,Neptunian,0,Hot,0,0.2590503,K2-119,14.818,365.581,4740,0.76,0.71,K,0.20653802,1.2270543
K2-122 b,Transit,1.65,1.16,2.2193023,0.0373,1.2262188,1.0570852,0.00040628954,0.038122465,0.029467,0.045133,58.126759,697.48354,787.69806,Terran,0,Hot,0,0.31480665,K2-122,13.105,72.0444,4009,0.63,0.59,M,0.079067863,0.75921322
K2-118 b,Transit,6.99,2.54,50.92092,0.245,1.0834522,0.42655597,0.0041076729,0.2499,0.196,0.294,4.6723161,371.67999,,Neptunian,0,Hot,0,0.44846138,K2-118,14,321.722,4726.29,0.76,0.73,K,0.27478942,1.4153497
K2-124 b,Transit,8.75,2.9,6.413651,0.049,1.0404281,0.3587683,0.0012717946,0.0491568,0.04508,0.05292,9.1622481,442.66752,,Neptunian,0,Hot,0,0.33574739,K2-124,16.692,140.385,3570,0.39,0.39,M,0.021928049,0.39981931
K2-137 b,Transit,158.915,0.64,0.179719,0.0058,387.97607,606.21262,0.00040708234,0.0058,0.0058,0.0058,975.313,1423.5926,1607.7241,Subterran,0,Hot,0,0.27747224,K2-137,15.94,98.8765,3697,0.46,0.29,M,0.032809529,0.48906183
HIP 65407 c,Radial Velocity,249.17872,13.9,67.3,0.316,1.2896782,0.092782602,0.017932094,0.3182752,0.27808,0.35392,6.5731794,406.78394,,Jovian,0,Hot,0,0.19653111,HIP 65407,9.38,61.7804,5460,0.93,0.95,K,0.65162839,2.1795346
HIP 67522 b,Transit,72.4,10.07,6.959503,0.076210536,0.71396944,0.07090064,0.0027980113,0.076343181,0.071714115,0.080706958,301.80552,1061.0788,,Jovian,0,Hot,0,0.08946776,HIP 67522,9.79,127.28,5675,1.22,1.38,G,1.7498467,3.5716078
TOI-2570 b,Transit,260.61929,13.641,2.9887615,0.04145,1.4006001,0.10267576,0.002597427,0.04145,0.04145,0.04145,698.15352,1309.4455,,Jovian,0,Hot,0,0.067331293,TOI-2570,12.569,361.857,5771,1.06,1.09,G,1.1994993,2.9570847
TOI-2589 b,Transit,1112.3994,12.106,61.6277,0.3,7.5903083,0.6269873,0.015226275,0.3408726,0.1434,0.4566,12.907324,455.54416,,Jovian,0,Hot,0,0.14819416,TOI-2589,11.415,200.273,5579,0.93,1.07,G,0.99083194,2.6875946
GJ 687 c,Radial Velocity,16,4.14,727.562,1.165,0.9335107,0.22548568,0.023911992,1.2582,0.699,1.631,0.017108365,89.206138,,Neptunian,0,Cold,0,0.19159356,GJ 687,9.15,4.54939,3413,0.4,0.42,M,0.02128139,0.39387985
Kepler-1872 b,Transit,6.28,2.384,3.8259101,0.0465,1.1049615,0.46349056,0.00088554565,0.0465,0.0465,0.0465,144.24278,882.82217,997.00892,Superterran,0,Hot,0,0.24504406,Kepler-1872,15.966,840.182,5223,0.91,0.89,K,0.31188896,1.5078695
K2-149 b,Transit,3.33,1.64,11.332,0.083,1.2381023,0.75494044,0.0014781803,0.083,0.083,0.083,7.1095779,415.96871,469.77129,Superterran,0,Hot,0,0.4403805,K2-149,14.543,123.676,3745,0.59,0.57,M,0.048977882,0.59753557
Kepler-107 e,Transit,14.1,2.903,14.749143,0.12638,1.6731121,0.576339,0.0025584205,0.1270119,0.113742,0.139018,145.48751,883.05626,,Neptunian,0,Hot,0,0.22198703,Kepler-107,12.543,525.997,5854,1.24,1.45,G,2.3120648,4.1054783
K2-133 b,Transit,2.36,1.34,3.07133,0.03194,1.3143239,0.98083873,0.00055102531,0.03194,0.03194,0.03194,32.533454,608.39026,687.0812,Terran,0,Hot,0,0.32717569,K2-133,14.073,75.1703,3655,0.46,0.46,M,0.033189446,0.49188521
K2-133 c,Transit,3.2,1.603,4.86784,0.04341,1.2453257,0.7768719,0.00082890689,0.04341,0.04341,0.04341,17.612477,521.86097,589.35996,Superterran,0,Hot,0,0.34796423,K2-133,14.073,75.1703,3655,0.46,0.46,M,0.033189446,0.49188521
K2-271 b,Transit,41.8,7.28,8.562421,0.077,0.78870306,0.10833833,0.0028442998,0.077,0.077,0.077,150.32062,891.97842,,Neptunian,0,Hot,0,0.11994508,K2-271,13.845,564.454,5644,0.83,0.99,G,0.89125094,2.5489644
HD 73583 b,Transit,10.2,2.79,6.398042,0.0604,1.3103634,0.46966431,0.0013242074,0.06064462,0.054964,0.065836,49.624047,675.0888,,Neptunian,0,Hot,0,0.24316119,HD 73583,9.67,31.5666,4511,0.73,0.65,K,0.18030177,1.1464728
HATS-77 b,Transit,436.69623,13.058,3.0876262,0.03607,2.5610975,0.19613245,0.0030024787,0.036106521,0.03444685,0.03769315,78.369646,757.65526,,Jovian,0,Hot,0,0.081865362,HATS-77,16.195,436.176,4071,0.66,0.64,K,0.10185914,0.86171522
K2-370 b,Transit,10.4,3.207,2.14084,0.03228304,1.0111962,0.31530907,0.00070962476,0.03228304,0.03228304,0.03228304,716.22777,1317.8394,,Neptunian,0,Hot,0,0.20324477,K2-370,11.109,144.202,5377,0.98,0.97,G,0.74644876,2.3327262
Kepler-305 e,Transit,3.87,1.794,3.20538,0.0399,1.2024474,0.67026054,0.00066945879,0.0399,0.0399,0.0399,237.16697,999.6852,1128.9873,Superterran,0,Hot,0,0.27060503,Kepler-305,15.851,868.477,4974,0.82,0.83,K,0.37757219,1.6590664
GJ 367 b,Transit,0.633,0.699,0.3219225,0.00709,1.2955356,1.8534129,7.41E-05,0.007102762,0.0066646,0.0075154,576.09044,1247.179,1408.4927,Terran,0,Hot,0,0.28429496,GJ 367,10.153,9.41263,3522,0.46,0.46,M,0.028906799,0.45905399
Kepler-424 b,Transit,327.35,9.98,3.3118644,0.044,3.2866334,0.32932198,0.0030232095,0.044,0.044,0.044,365.67448,1113.9697,,Jovian,0,Hot,0,0.089505491,Kepler-424,14.429,698.646,5460,1.01,0.94,G,0.70794578,2.2717669
Kepler-426 b,Transit,108.06,12.22,3.2175188,0.0414,0.72363998,0.059217674,0.0016690678,0.04207068,0.033948,0.048852,483.22722,1187.032,,Jovian,0,Hot,0,0.074777868,Kepler-426,15.032,843.695,5725,0.91,0.92,G,0.81470428,2.4370462
K2-152 b,Transit,5.86,2.29,32.6479,0.1716,1.1174463,0.4879678,0.0036098422,0.1716,0.1716,0.1716,2.957777,334.07276,377.28269,Superterran,0,Hot,0,0.55366239,K2-152,13.728,108.449,4044,0.63,0.61,M,0.087096359,0.79682649
K2-157 b,Transit,0.972,1,0.365261,0.0097938717,0.972,0.972,9.91E-05,0.0097938717,0.0097938717,0.0097938717,6428.2266,2280.9854,2576.0146,Terran,0,Hot,0,0.2931132,K2-157,12.942,298.373,5456,0.94,0.88,G,0.616595,2.1201362
HD 108874 c,Radial Velocity,314.64,13.8,1624,2.659,1.6521739,0.11972275,0.14003987,2.7349424,2.023499,3.294501,0.14532333,155.56645,,Jovian,0,Cold,0,0.19227076,HD 108874,8.76,59.5175,5551,0.95,1.09,G,0.99770006,2.6968933
K2-206 b,Transit,8.22,2.795,18.294549,0.12558365,1.052224,0.37646654,0.0027424155,0.12558365,0.12558365,0.12558365,23.288087,559.60703,,Neptunian,0,Hot,0,0.26999619,K2-206,13.084,244.443,5043,0.79,0.76,K,0.3672823,1.6363031
IC 4651 9122 b,Radial Velocity,2002.329,12.7,734,2.038,12.414465,0.9775169,0.16452882,2.0710156,1.67116,2.40484,10.586288,456.67842,,Jovian,0,Hot,0,0.15919618,IC 4651 9122,10.909,859.324,4740.1,2.1,10.27,K,43.251383,17.756762
K2-153 b,Transit,4.66,2,7.51574,0.0614,1.165,0.5825,0.0012520683,0.0614,0.0614,0.0614,11.39366,468.0212,528.5564,Superterran,0,Hot,0,0.36187516,K2-153,14.96,143.125,3845,0.55,0.53,M,0.042953643,0.55958204
K2-164 b,Transit,10.6,3.249,17.355066,0.13859719,1.0041682,0.30906991,0.0028819137,0.13859719,0.13859719,0.13859719,202.53082,960.99801,,Neptunian,0,Hot,0,0.20608469,K2-164,11.352,375.67,5791,1.18,2.2,G,3.8904514,5.3255414
BD-210397 c,Radial Velocity,1525.5764,12.9,6240,5.9,9.1675762,0.71066482,0.43823501,6.445455,3.363,8.437,0.0042923046,62.789304,,Jovian,0,Cold,0,0.07374133,BD-210397,9.84,23.7324,4051,0.69,0.75,K,0.13489629,0.99166221
HIP 74890 b,Radial Velocity,762.792,13.3,822.3,2.1,4.3122392,0.32422851,0.14840201,2.105145,1.953,2.247,3.7293062,353.67706,,Jovian,0,Hot,0,0.2675757,HIP 74890,7.05,78.6562,4850,1.74,5.77,K,16.405898,10.936133
HD 160691 c,Radial Velocity,1398.445,12.8978,3947,4.17,8.406478,0.65177609,0.40371605,4.1902292,3.759255,4.580745,0.10960869,146.30786,,Jovian,0,Cold,0,0.1703014,HD 160691,5.12,15.5981,5773,1.13,1.33,G,1.8967059,3.7184656
K2-407 c,Transit,2.42,1.36,9.22453,0.082470757,1.308391,0.96205221,0.001155747,0.082470757,0.082470757,0.082470757,109.74887,824.5172,931.16261,Terran,0,Hot,0,0.29733453,K2-407,11.969,218.376,5563,0.88,0.93,G,0.74644876,2.3327262
HD 68988 b,Radial Velocity,626.1251,13.4,6.27711,0.07,3.4869965,0.26022362,0.0048549304,0.070504,0.0616,0.0784,342.73115,1093.096,,Jovian,0,Hot,0,0.069970662,HD 68988,8.2,60.8447,5932,1.28,1.19,G,1.6672472,3.486292
HD 213240 b,Radial Velocity,1655.886,12.8,882.70001,1.89,10.106726,0.78958797,0.11161399,2.056698,1.0962,2.6838,0.82835829,234.4697,,Jovian,1,Warm,0,0.39173942,HD 213240,6.81,40.8707,5979,1.57,1.51,G,2.6853444,4.4244956
K2-163 b,Transit,6.65,2.466,6.673117,0.065176062,1.0935421,0.44344772,0.0013045314,0.065176062,0.065176062,0.065176062,67.736659,730.81197,825.33728,Superterran,0,Hot,0,0.25114966,K2-163,13.078,208.529,4937,0.83,0.76,K,0.28773984,1.4483175
K2-17 b,Transit,5.6,2.23,17.96753,0.119,1.1261035,0.50497914,0.0019429246,0.1209278,0.09758,0.14042,7.2286658,415.13476,468.82948,Superterran,0,Hot,0,0.40084163,K2-17,13.411,125.106,4320,0.71,0.66,K,0.10069317,0.85676904
K2-254 b,Transit,3.29,1.63,4.09639,0.0448,1.2382852,0.75968418,0.00074709491,0.0448,0.0448,0.0448,75.066121,749.82636,846.81105,Superterran,0,Hot,0,0.29095605,K2-254,14.238,227.775,4629,0.71,0.67,K,0.15066071,1.048006
K2-187 b,Transit,1.87,1.2,0.77401,0.0164,1.2986111,1.0821759,0.00020416708,0.0164,0.0164,0.0164,2292.5156,1762.6975,1990.6898,Terran,0,Hot,0,0.29059139,K2-187,13.102,330.916,5438,0.97,0.83,G,0.616595,2.1201362
K2-129 b,Transit,1.12,1.04,8.239493,0.057,1.035503,0.99567592,0.00072413221,0.05748165,0.04959,0.06441,4.61266,372.13583,420.26894,Terran,0,Hot,0,0.5446506,K2-129,13.639,27.7957,3459.09,0.36,0.36,M,0.014859356,0.32912719
HIP 107773 b,Radial Velocity,629.3034,13.4,144.3,0.72,3.504697,0.26154456,0.041831879,0.722916,0.6552,0.7848,143.58235,880.46708,,Jovian,0,Hot,0,0.074246862,HIP 107773,5.62,105.18,4945,2.42,11.6,K,74.131024,23.246831
K2-160 b,Transit,10.2,3.178,3.705871,0.046542011,1.0099326,0.31778873,0.0010164556,0.046542011,0.046542011,0.046542011,336.75163,1091.2572,,Neptunian,0,Hot,0,0.20629104,K2-160,12.838,315.363,5649,0.98,0.91,G,0.72945751,2.3060237
Kepler-1929 b,Transit,9.65,3.073,59.362499,0.2987,1.0218854,0.33253674,0.006339998,0.2987,0.2987,0.2987,43.906574,655.74064,,Neptunian,0,Hot,0,0.23450949,Kepler-1929,11.788,508.201,5786,1.01,1.47,G,3.9174188,5.343967
HIP 48714 b,Radial Velocity,22.9,5.11,17.818,0.112,0.87698806,0.17162193,0.0019074029,0.126,0.056,0.168,6.4273703,384.76501,,Neptunian,0,Hot,0,0.29770308,HIP 48714,8.99,10.5298,4015.5,0.58,0.6,M,0.06982324,0.71345036
K2-172 b,Transit,3.42,1.666,14.316941,0.11260839,1.2321856,0.73960717,0.0017386161,0.11260839,0.11260839,0.11260839,46.223044,664.22366,750.13626,Superterran,0,Hot,0,0.30018019,K2-172,12.5,249.742,5569,0.93,0.87,G,0.58613816,2.0671108
K2-173 b,Transit,3.22,1.608,5.868699,0.061004945,1.2453281,0.77445776,0.00094031786,0.061004945,0.061004945,0.061004945,234.02913,996.36208,1125.2344,Superterran,0,Hot,0,0.27979091,K2-173,12.523,228.641,5580,0.88,0.84,G,0.87096359,2.5197866
Kepler-1050 c,Transit,2.79,1.48,21.128457,0.1622,1.27374,0.86063511,0.0022193647,0.1622,0.1622,0.1622,43.54099,654.37136,739.00963,Terran,0,Hot,0,0.31091646,Kepler-1050,13.198,490.488,6010,1.09,1.13,F,1.1455129,2.8897732
K2-189 c,Transit,6.8,2.5,6.679195,0.068,1.088,0.4352,0.0013154909,0.068,0.068,0.068,130.61173,861.18261,972.57044,Superterran,0,Hot,0,0.24055549,K2-189,12.398,242.113,5519,0.94,0.87,G,0.60394863,2.0982816
K2-193 b,Transit,14.8,3.95,14.786889,0.1184,0.94856593,0.24014327,0.0028981247,0.1184,0.1184,0.1184,59.882041,708.63706,,Neptunian,0,Hot,0,0.1967111,K2-193,13.341,411.923,5817,1.01,0.98,G,0.83945999,2.4737953
K2-194 b,Transit,12.9,3.642,39.721386,0.23584871,0.97254527,0.26703604,0.0053436869,0.23584871,0.23584871,0.23584871,41.469899,646.44704,,Neptunian,0,Hot,0,0.21515403,K2-194,12.998,629.51,5979,1.11,1.28,G,2.3067472,4.1007544
K2-251 b,Transit,6.12,2.35,9.30075,0.0694,1.1081938,0.47157181,0.0015790434,0.0694,0.0694,0.0694,9.4467203,446.60129,504.36598,Superterran,0,Hot,0,0.36119101,K2-251,15.66,147.03,3717,0.52,0.49,M,0.045498806,0.57592213
K2-249 b,Transit,8.2,2.79,12.409,0.1151,1.0534294,0.37757327,0.0021164461,0.1151,0.1151,0.1151,163.62488,911.09161,,Neptunian,0,Hot,0,0.22575426,K2-249,12.646,521.716,6504,1.32,1.57,F,2.1677041,3.9752438
K2-201 c,Transit,10.8,3.286,22.779878,0.15510802,1.0002041,0.30438348,0.0034764583,0.15510802,0.15510802,0.15510802,22.015648,551.80112,,Neptunian,0,Hot,0,0.25225875,K2-201,12.168,197.932,5507,0.96,0.88,G,0.52966344,1.9650055
K2-203 b,Transit,2.45,1.371,9.695101,0.082240709,1.3034404,0.95072239,0.0011996423,0.082240709,0.082240709,0.082240709,48.397877,671.90255,758.80834,Terran,0,Hot,0,0.31255975,K2-203,12.391,166.147,5000,0.79,0.76,K,0.32734069,1.5447698
HD 99706 c,Radial Velocity,1808.4527,12.8,1278,2.7608299,11.037919,0.86233745,0.16539908,2.9940109,1.6261288,3.8955309,2.8846927,320.82774,,Jovian,0,Hot,0,0.30482811,HD 99706,7.65,146.6,4862,1.72,5.4,K,20.04472,12.088259
HD 64121 b,Radial Velocity,813.64072,13.2,623,1.51,4.6696552,0.35376176,0.10641801,1.5191355,1.3439,1.6761,7.8106938,424.89512,,Jovian,0,Hot,0,0.18278492,HD 64121,7.43,129.966,5078,1.64,5.44,G,17.70109,11.359619
K2-179 b,Transit,6.86,2.513,5.172191,0.05477267,1.0862734,0.43226159,0.0011122077,0.05477267,0.05477267,0.05477267,99.970572,805.5041,,Neptunian,0,Hot,0,0.24294411,K2-179,12.939,190.81,5015,0.82,0.77,K,0.29991625,1.4786445
OGLE-2012-BLG-0724L b,Microlensing,150,14.3,,1.6,0.7335322,0.051295958,0.12847037,1.6,1.6,1.6,,,,Jovian,0,,0,,OGLE-2012-BLG-0724L,,6700,,0.29,,M,,
Kepler-1430 b,Transit,1.76,1.18,2.4605099,0.0304,1.2640046,1.0711903,0.00040055868,0.0304,0.0304,0.0304,165.29238,913.40402,1031.5463,Terran,0,Hot,0,0.29896212,Kepler-1430,15.567,875.523,4796,0.77,0.72,K,0.15275661,1.0552704
Kepler-1084 b,Transit,1.41,1.11,2.0533368,0.0324,1.1443876,1.0309798,0.00034994298,0.0324,0.0324,0.0324,1705.7288,1637.1075,1848.8557,Terran,0,Hot,0,0.29276047,Kepler-1084,12.015,405.533,6113,1.12,1.28,F,1.7906059,3.6129651
KIC 3558849 b,Transit,38.1,6.9,1322.3,2.3413784,0.80025205,0.11597856,0.079339568,2.3413784,2.3413784,2.3413784,0.46350751,210.1909,,Neptunian,1,Warm,0,0.41172115,KIC 3558849,14.32,1215.7,6175,0.98,1.01,F,2.5409727,4.3039158
KIC 9663113 b,Transit,19.2,4.6,572.3847,1.4062,0.9073724,0.19725487,0.037919045,1.4062,1.4062,1.4062,3.1326063,338.90358,,Neptunian,0,Hot,0,0.41709066,KIC 9663113,14.027,1594.74,6065,0.98,1.03,F,6.1944108,6.7199148
K2-243 c,Transit,4.7,2.01,24.94598,0.1817,1.1633375,0.5787749,0.0027966807,0.1817,0.1817,0.1817,80.963662,764.13879,862.97469,Superterran,0,Hot,0,0.27048446,K2-243,10.971,266.864,6570,1.29,1.39,F,2.6730064,4.4143195
Kepler-1915 b,Transit,10.4,3.218,13.8354,0.114,1.0042949,0.31208667,0.0024646512,0.114,0.114,0.114,88.550353,781.44296,,Neptunian,0,Hot,0,0.21503485,Kepler-1915,16.261,1514.66,6020,1.03,1.06,F,1.1508004,2.8964348
K2-389 b,Transit,5.41,2.184,8.584043,0.076149579,1.1342061,0.51932516,0.0014404179,0.076149579,0.076149579,0.076149579,220.12278,981.21901,1108.1327,Superterran,0,Hot,0,0.25157779,K2-389,11.827,259.208,5782,0.8,1.08,G,1.2764388,3.050449
K2-278 b,Transit,9.17,2.98,3.334966,0.0488,1.0326111,0.34651381,0.00091331131,0.0488,0.0488,0.0488,1052.3504,1450.9077,,Neptunian,0,Hot,0,0.21142537,K2-278,13.446,786.439,6747,1.4,1.61,F,2.5061093,4.2742878
K2-68 b,Transit,3.12,1.58,8.05428,0.0708,1.2497997,0.79101248,0.0011492886,0.0708,0.0708,0.0708,42.357809,649.87986,733.93719,Terran,0,Hot,0,0.30703175,K2-68,12.987,168.652,4746,0.73,0.68,K,0.21232445,1.2441243
K2-7 b,Transit,7.61,2.67,28.67992,0.1814,1.0674859,0.39980744,0.0036054558,0.1814,0.1814,0.1814,77.219224,755.14625,,Neptunian,0,Hot,0,0.23954697,K2-7,13.453,738.553,5772,0.97,0.96,G,2.5409727,4.3039158
Kepler-424 c,Radial Velocity,2215.18,12.7,223.3,0.73,13.734143,1.0814286,0.09487184,0.73,0.73,0.73,1.3284777,273.488,,Jovian,1,Warm,0,0.38793727,Kepler-424,14.429,698.646,5460,1.01,0.94,G,0.70794578,2.2717669
Kepler-130 c,Transit,8.75,2.9,27.50868,0.178,1.0404281,0.3587683,0.0036689456,0.178,0.178,0.178,45.098282,660.14556,,Neptunian,0,Hot,0,0.2409035,Kepler-130,11.572,316.663,5879,1,1.17,G,1.428894,3.2274815
WASP-77 A b,Transit,529.81995,13.787,1.3600285,0.02335,2.7873324,0.20217106,0.0019430099,0.023350639,0.02317721,0.02352279,1362.8188,1547.7641,,Jovian,0,Hot,0,0.065961751,WASP-77 A,10.294,105.166,5617,0.9,0.91,G,0.74301914,2.3273611
LTT 9779 b,Transit,29.32,4.72,0.792052,0.01679,1.316073,0.27882902,0.0005650155,0.01679,0.01679,0.01679,2517.0892,1804.3649,,Neptunian,0,Hot,0,0.15697961,LTT 9779,9.79,80.4373,5443,0.77,0.95,G,0.70957777,2.2743839
Kepler-197 c,Transit,5.3,1.23,10.349695,0.09,3.5032058,2.8481348,0.0015184764,0.090288,0.0828,0.0972,206.49483,964.50491,1089.2567,Terran,0,Hot,0,0.29592155,Kepler-197,11.775,330.575,6004,0.86,1.12,F,1.6672472,3.486292
Kepler-20 g,Radial Velocity,19.96,4.71,34.94,0.2055,0.89974351,0.19102835,0.0048212721,0.20781187,0.174675,0.236325,15.49951,503.30284,,Neptunian,0,Hot,0,0.22720626,Kepler-20,12.61,282.563,5495,0.95,0.96,G,0.64714262,2.1720197
Kepler-220 c,Transit,3.09,1.57,9.034199,0.076,1.2536006,0.79847169,0.0012297327,0.076,0.076,0.076,36.50672,626.17095,707.16169,Terran,0,Hot,0,0.31247306,Kepler-220,13.049,171.109,4632,0.73,0.67,K,0.21086281,1.2398346
Kepler-62 c,Transit,4,0.54,12.4417,0.0929,13.717421,25.402632,0.0016693136,0.0929,0.0929,0.0929,24.32028,565.70739,638.8776,Subterran,0,Hot,0,0.31535213,Kepler-62,13.965,300.874,4925,0.69,0.64,K,0.20989399,1.2369831
K2-282 b,Transit,6.8,2.5,4.169783,0.0499,1.088,0.4352,0.00096193907,0.0499,0.0499,0.0499,244.79295,1007.6262,1137.9554,Superterran,0,Hot,0,0.23597586,K2-282,14.21,496.289,5499,0.95,1,G,0.6095369,2.1079668
Kepler-32 d,Transit,7.75,2.7,22.7802,0.13,1.0631001,0.39374079,0.0030856962,0.13,0.13,0.13,3.0207396,335.83661,,Neptunian,0,Hot,0,0.51849781,Kepler-32,16.36,323.847,3900,0.58,0.53,M,0.0510505,0.61004766
Kepler-1023 b,Transit,7.41,2.63,62.138771,0.301,1.0712892,0.40733428,0.0060135394,0.301,0.301,0.301,7.0772903,415.49563,,Neptunian,0,Hot,0,0.38043274,Kepler-1023,14.7121,694.175,5494,0.93,0.89,G,0.64120958,2.1620402
K2-242 b,Transit,6.99,2.54,6.51389,0.0494,1.0834522,0.42655597,0.0013043978,0.0494,0.0494,0.0494,6.3759676,404.79602,,Neptunian,0,Hot,0,0.39980394,K2-242,16.414,109.237,3459,0.38,0.37,M,0.015559656,0.33679355
K2-247 b,Transit,5.14,2.12,2.25021,0.0304,1.1436454,0.53945539,0.00058018874,0.0304,0.0304,0.0304,141.98839,879.35233,993.09028,Superterran,0,Hot,0,0.25801486,K2-247,14.857,258.113,4667,0.74,0.69,K,0.13121999,0.9780561
K2-247 c,Transit,5.43,2.19,6.49424,0.0615,1.1321699,0.51697255,0.0011954087,0.0615,0.0615,0.0615,34.693632,618.24719,698.21305,Superterran,0,Hot,0,0.28228342,K2-247,14.857,258.113,4667,0.74,0.69,K,0.13121999,0.9780561
K2-286 b,Transit,5.06,2.1,27.359,0.1768,1.1473923,0.54637728,0.003523095,0.1768,0.1768,0.1768,2.8776335,331.7864,374.7006,Superterran,0,Hot,0,0.57551151,K2-286,12.881,76.1486,3926,0.64,0.62,M,0.089949758,0.80977388
K2-72 b,Transit,1.28,1.08,5.577212,0.04,1.0973937,1.0161053,0.00059820584,0.040242,0.0356,0.0444,9.1521583,442.06916,499.24765,Terran,0,Hot,0,0.43154405,K2-72,15.37,66.4321,3360.47,0.27,0.33,M,0.014554591,0.3257345
K2-201 b,Transit,2.54,1.4,1.05979,0.020063801,1.2959184,0.92565598,0.00027757858,0.020063801,0.020063801,0.020063801,1315.7506,1534.2393,1732.6822,Terran,0,Hot,0,0.28419896,K2-201,12.168,197.932,5507,0.96,0.88,G,0.52966344,1.9650055
K2-13 b,Transit,4.23,1.89,39.91488,0.2114,1.1841774,0.62654888,0.0036838931,0.2114,0.2114,0.2114,16.397968,512.62197,578.92597,Superterran,0,Hot,0,0.33737591,K2-13,12.882,342.394,5698,0.8,0.78,G,0.73282453,2.3113396
K2-159 b,Transit,5.73,2.26,12.42205,0.1013,1.1218576,0.49639718,0.0018780136,0.1013,0.1013,0.1013,49.29253,674.98634,762.29101,Superterran,0,Hot,0,0.268074,K2-159,11.995,170.998,5425,0.9,0.83,G,0.50582466,1.9202765
KMT-2019-BLG-1953L b,Microlensing,200,14.1,,,1.0059856,0.071346497,,,,,,,,Jovian,0,,0,,KMT-2019-BLG-1953L,,7040,,0.31,,,,
